DIVENUMBER,Date,Expedition,Leg,Dive,Site,Ocean,LargeMarineEcosystem,Country,FishCouncilRegion,Locality,SurveyID,Station,PI,PIAffiliation,Purpose,CruiseComments,EventID,SamplingEquipment,VehicleName,DataProvider,DataContact,Vessel,LocationAccuracy,WebSite,Citation
Hercules 1011718,20180922,101,,1718,Unnamed Seamount 10,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"aborted dive - Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 10",NA101,NA101-H1718,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1718,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011719,20180922,101,,1719,Unnamed Seamount 10,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 10",NA101,NA101-H1719,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1719,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011720,20180923,101,,1720,Unnamed Seamount 9,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 9",NA101,NA101-H1720,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1720,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011721,20180924,101,,1721,Unnamed Seamount 6,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 6",NA101,NA101-H1721,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1721,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011722,20180925,101,,1722,Unnamed Seamount 4,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 4",NA101,NA101-H1722,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1722,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011723,20180926,101,,1723,Unnamed Seamount 3,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 3",NA101,NA101-H1723,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1723,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011724,20180927,101,,1724,Unnamed Seamount 5,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 5",NA101,NA101-H1724,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1724,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011725,20180928,101,,1725,Unnamed Seamount 2,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 2",NA101,NA101-H1725,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1725,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1011726,20180930,101,,1726,Unnamed Seamount 1,North Pacific Ocean,Insular Pacific-Hawaiian,USA,Western Pacific,"Papah_naumoku_kea Marine National Monument (PMNM), Northwestern Hawaiian Islands, Unnamed Seamount 1",NA101,NA101-H1726,"Kelley, Christopher",University of Hawaiʻi,Explore seamounts located inside the Papah_naumoku_kea Marine National Monument (PMNM). Investigate how this chain of underwater mountains formed parallel to the Hawaiian Islands ridge and determine whether these seamounts support vibrant coral and sponge communities.,,NA101-H1726,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Christopher Kelley,Nautilus,50m,,
Hercules 1101757,20190628,110,,1757,Kingman Ridges,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Southwest of Kingman Reef, Kingman Ridges, Southern Ridge",NA110,NA110-H1757,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore the unexplored southeast section of Kingman Ridge, starting downslope and heading upslope. Characterize the geological and biological structure of the ridge by collecting representative samples, as well as potentially new species.",,NA110-H1757,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101758,20190630,110,,1758,Palmyra Moats,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Southeast of Palmyra Atoll, Volcanoes on Plateau",NA110,NA110-H1758,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore plateau with several small volcanoes (100-300m high), most of which encircled by moat-like depressions.  Characterize the biology and geology of the area, and take representative biological, geological, and water samples.",,NA110-H1758,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101759,20190701,110,,1759,Dragon's Back Seamount,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, South of Palmyra Atoll, Dragon's Back Seamount Southeastern Flank",NA110,NA110-H1759,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore the seamount feature starting on the SW side and track upslope toward the northwestward to the top of guyot platform, characterize and sample geological and biological features of the area.",,NA110-H1759,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101760,20190703,110,,1760,Jarvis Seamount 1,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Northwest of Jarvis Island, Unnamed Seamount 1, Northern plateau",NA110,NA110-H1760,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,To characterize the geological structure and biological communities of an unexplored seamount northwest of Jarvis Island. To collect representative samples of this seamount.,,NA110-H1760,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101761,20190705,110,,1761,Jarvis Seamount 2,North Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Northwest of Jarvis Island, Unnamed Seamount 2, Eastern Ridge",NA110,NA110-H1761,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Explore a seamount north of Jarvis Island, focusing on a volcanic ridge E-SE of a large carbonate platform and a 200 m high volcano on top of the platform. Characterize and sample representative geology and biology in the region.",,NA110-H1761,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101762,20190706,110,,1762,Jarvis Island,South Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Southeastern Ridge",NA110,NA110-H1762,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"Begin downslope on a ridge SE of Jarvis Island and move upslope, beginning around 1800 m and continuing to 250 m depth. Briefly intersects around 800 m depth with a 2017 Okeanos Explorer dive. Charaterize and sample the geology and biology of the area.",,NA110-H1762,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1101763,20190707,110,,1763,Jarvis West,South Pacific,NA,USA,Western Pacific,"Kingman Reef and Palmyra Atoll Unit of the Pacific Remote Islands Marine National Monument, Jarvis Island, Western Flank",NA110,NA110-H1763,"Pockalny, Robert; Auscavitch, Steven",University of Rhode Island; Temple University,"To characterize the geological and biological structure of the Western side of the Jarvis Island by collecting biolgocal and geological samples, beginning at 700 m depth and proceed upslope to the east to final depth of ~250 m",,NA110-H1763,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121764,7/23/19,112,,1764,Swains Island,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Swains Island Unit, Swains Island, South Ridge",NA112,NA112-H1764,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore the geological and biological structure of the seamount by taking representative samples, conducting 100 m fish and benthic transects and photo mosaic surveys.",,NA112-H1764,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121765,7/26/19,112,,1765,Ofu-Olosega,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ofu-Olosega, Northern Ridge",NA112,NA112-H1765,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Characterize the biological community and geological structure of the dive site by conducting video, stereo and photo mosaic surveys and obtain samples. Dive was cut short due to weather conditions.",,NA112-H1765,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121766,7/26/19,112,,1766,Ta'u,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ta'u Unit, East Ridge",NA112,NA112-H1766,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore along East Ridge of Ta'u, characterizing biological community and seafloor via samples and photo/video transects",,NA112-H1766,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121767,7/28/19,112,,1767,Ta'u West,South Pacific,NA,USA,Western Pacific,"American Samoa, Manu'a Islands, Ta'u Unit, West Ridge",NA112,NA112-H1767,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore along West Ridge of Ta'u, characterizing biological community and seafloor via samples and photo/video transects",,NA112-H1767,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121768,7/30/19,112,,1768,Tutuila,South Pacific,NA,USA,Western Pacific,"American Samoa, Tutuila and Annu'u Islands, Southeast of Aunu’u Sanctuary Unit",NA112,NA112-H1768,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,Characterize biological community and geology through sample collection and photo transects at the south east part of the Aunu’u sanctuary research zone,,NA112-H1768,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121769,7/31/19,112,,1769,Tutuila North,South Pacific,NA,USA,Western Pacific,"American Samoa, Tutuila Island, Northern Shelf",NA112,NA112-H1769,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,"Explore the northern edge of the shelf, characterize the geological and biological structure by taking representative samples and conduct video and photo transects",,NA112-H1769,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
Hercules 1121770,8/1/19,112,,1770,Vailuluu Seamount,South Pacific,NA,USA,Western Pacific,"American Samoa, National Marine Sanctuary of American Samoa, Muliāva Unit, Vailulu'u Seamount, Crater, Cone",NA112,NA112-H1770,"Sudek, Mareike; Spathias, Hanae",National Marine Sanctuary of American Samoa,To characterize the biological community and geology inside and outside the crater via representative sampling and conducting video and photo transects,,NA112-H1770,ROV,Hercules,Ocean Exploration Trust; University of Hawaiʻi,Sarah Bingo,Nautilus,50m,,
